Name,Location,Locality,City,Cuisine,Rating,Votes,Cost,Unique_ID,Image_Path
TTF - The Tenth Floor,"Deron Heights,Baner, West Pune", West Pune,Pune,"North Indian,  Continental,  Finger Food,  Italian",3.7,100,1500,eb8b7fa6-16ce-4f6e-b23f-03a87404d4cb,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/eb8b7fa6-16ce-4f6e-b23f-03a87404d4cb.png
Pimlico,"Kothrud, West Pune", West Pune,Pune,"North Indian,  Continental",4.4,2,900,80208faa-7977-427b-aa80-6acf86335ae7,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/80208faa-7977-427b-aa80-6acf86335ae7.png
Oregano Pizza,"Kothrud, West Pune", West Pune,Pune,"Pizza,  Italian",4.4,8,500,4e643ded-bb31-42ce-916b-6d62e44c2739,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/4e643ded-bb31-42ce-916b-6d62e44c2739.png
Status Family Rest -O- Bar,"Parmar Chambers,Camp, East Pune", East Pune,Pune,"North Indian,  Chinese,  Seafood",4,22,1400,4ac1a07b-058f-42ef-b043-0e5a7cd6c385,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/4ac1a07b-058f-42ef-b043-0e5a7cd6c385.png
Retox,"Erandwane, West Pune", West Pune,Pune,"Asian,  Finger Food,  North Indian,  European,  Fast Food",3.8,4,1700,bfe347b8-a5e5-4b28-ba76-0a2ff61783d5,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/bfe347b8-a5e5-4b28-ba76-0a2ff61783d5.png
Sahare Dining Hall,"Camp, East Pune", East Pune,Pune,"North Indian,  Gujarati,  Rajasthani",4.3,54,600,bbb43991-744f-45cf-8737-61f5d476af0f,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/bbb43991-744f-45cf-8737-61f5d476af0f.png
Community Cafe,"Kothrud, West Pune", West Pune,Pune,"Fast Food,  North Indian,  Italian,  Mexican",4,32,700,c791bc26-e203-4f53-b75a-2a79f45d06c3,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/c791bc26-e203-4f53-b75a-2a79f45d06c3.png
Hidden Place,"Koregaon Park, East Pune", East Pune,Pune,"Finger Food,  North Indian,  Continental",4.2,104,1500,32736bd1-11f4-4601-86d1-a29c9561d132,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/32736bd1-11f4-4601-86d1-a29c9561d132.png
Whispering Bamboo,"Vivanta By Taj - Blue Diamond,Koregaon Park, East Pune", East Pune,Pune,"Chinese,  Asian",4.6,65,2500,ba2dfe09-7e66-4c55-a9ed-383960e949b0,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/ba2dfe09-7e66-4c55-a9ed-383960e949b0.png
Mystic Masala - Blue Diamond,"Vivanta By Taj - Blue Diamond,Koregaon Park, East Pune", East Pune,Pune,"Maharashtrian,  North Indian,  Mughlai",4.6,74,2500,46a509e0-60dc-4416-92a2-6c16749506a1,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/46a509e0-60dc-4416-92a2-6c16749506a1.png
Brewing Bistro,"Baner, West Pune", West Pune,Pune,"Italian,  Continental,  Fast Food,  Coffee,  Tea",4.5,10,800,87f59ac1-4288-4ef4-844d-0c32777b74a1,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/87f59ac1-4288-4ef4-844d-0c32777b74a1.png
The Quick Wok,"Regent Plaza,Baner, West Pune", West Pune,Pune,"Chinese,  Thai",4.4,17,800,be841975-067a-4998-a93b-0a8ee03ec5ee,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/be841975-067a-4998-a93b-0a8ee03ec5ee.png
CnP House,"Baner, West Pune", West Pune,Pune,"North Indian,  Mughlai",5,2,1000,d5e2a5c5-5c09-4b0a-962f-d1218266bfa4,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/d5e2a5c5-5c09-4b0a-962f-d1218266bfa4.png
Madeline,"Kothrud, West Pune", West Pune,Pune,"Desserts,  Fast Food",4,1,900,84eaa6a7-547c-4793-a43b-05ee834ce972,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/84eaa6a7-547c-4793-a43b-05ee834ce972.png
Easy - Blue Diamond,"Vivanta By Taj - Blue Diamond,Koregaon Park, East Pune", East Pune,Pune,"Finger Food,  Continental",4.3,14,3200,e5181861-7dc8-43a0-837c-7af11c5e43a9,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e5181861-7dc8-43a0-837c-7af11c5e43a9.png
Cake Dior,"Koregaon Park, East Pune", East Pune,Pune,"Desserts,  Bakery and Confectionary",4.5,2,700,3dbe1b62-ea21-4233-a85c-ab48c7cf7e91,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/3dbe1b62-ea21-4233-a85c-ab48c7cf7e91.png
The Daily All Day Pune,"Koregaon Park, East Pune", East Pune,Pune,"Multi-Cuisine,  Italian,  Continental,  European",4.5,66,2000,378b0c4b-2f4e-4773-9876-d8e5603e712b,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/378b0c4b-2f4e-4773-9876-d8e5603e712b.png
Sugardough,"Kothrud, West Pune", West Pune,Pune,"Fast Food,  Bakery and Confectionary",5,2,600,5228ce11-8e41-4fad-b329-b06e4e9cca76,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/5228ce11-8e41-4fad-b329-b06e4e9cca76.png
Desi Aroma,"Aditi Mall,Baner, West Pune", West Pune,Pune,"North Indian,  Mughlai",4.4,110,1000,b324426a-964c-4c1f-9fc6-ce801e441208,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/b324426a-964c-4c1f-9fc6-ce801e441208.png
CnP House - Chicken And Paratha,"Wakad, West Pune", West Pune,Pune,"North Indian,  Biryani",4.7,3,800,d173d5b0-c37a-4744-847b-51fcaedf83d2,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/d173d5b0-c37a-4744-847b-51fcaedf83d2.png
Chinese Room,"Camp, East Pune", East Pune,Pune,"Chinese,  Thai,  Seafood,  Asian",4.4,89,1400,e555a4e2-0ffa-44f2-bf34-b767f8bbe223,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e555a4e2-0ffa-44f2-bf34-b767f8bbe223.png
The Rooftop Project,"MG Road, East Pune", East Pune,Pune,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.3,203,1600,cd012a2d-537a-46a7-845d-b6f5d93516ee,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/cd012a2d-537a-46a7-845d-b6f5d93516ee.png
Chizzlers,"Echelon Building,Pashan, West Pune", West Pune,Pune,"Chinese,  Sizzlers",3.9,41,700,90d953fb-3bd5-4bb3-b28a-9fb59b248009,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/90d953fb-3bd5-4bb3-b28a-9fb59b248009.png
The Asian Box Resto Bar,"Siddh Icon Building,Baner, West Pune", West Pune,Pune,"Chinese,  Japanese,  Indonesian,  Seafood,  Asian,  Malaysian,  Thai,  Singaporean",4,104,1000,128d2413-1de0-40f0-92cf-168b4fb4adc5,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/128d2413-1de0-40f0-92cf-168b4fb4adc5.png
Malaka Spice,"Koregaon Park, East Pune", East Pune,Pune,"Asian,  Thai,  Japanese,  Vietnamese,  Malaysian",4.4,510,1500,8403f000-8175-4247-9661-646609660f10,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/8403f000-8175-4247-9661-646609660f10.png
Watervibe Restaurant,"Baner, West Pune", West Pune,Pune,"North Indian,  Finger Food",4.1,24,1200,14ba1f0f-e8e9-42e6-92d0-f822c2b15df6,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/14ba1f0f-e8e9-42e6-92d0-f822c2b15df6.png
Bird Valley,"Pimple Saudagar, West Pune", West Pune,Pune,"North Indian,  Chinese,  Continental",4.2,171,1500,cfca58b7-5402-470c-b754-715ce09ce55c,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/cfca58b7-5402-470c-b754-715ce09ce55c.png
George Restaurant,"Camp, East Pune", East Pune,Pune,"North Indian,  Chinese",3.7,33,1000,d4fc41df-1934-472b-ac6b-7292b75754fc,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/d4fc41df-1934-472b-ac6b-7292b75754fc.png
Cafe Buddy's Espresso,"Echelon Building,Pashan, West Pune", West Pune,Pune,"Fast Food,  Coffee",3.4,9,600,39bbe412-f44e-4bad-a2e5-1310b64237c8,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/39bbe412-f44e-4bad-a2e5-1310b64237c8.png
The Doner Company,"Kothrud, West Pune", West Pune,Pune,"Turkish,  Health Food,  Lebanese,  Fast Food",3.8,8,700,0c90ba63-fdbe-4d3c-8ca0-1e1eafd73071,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/0c90ba63-fdbe-4d3c-8ca0-1e1eafd73071.png
Tim Luck Luck,"Virwani Plaza,Camp, East Pune", East Pune,Pune,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Drinks",4.2,134,1600,da1535c2-9af7-4421-ada2-54edc369397e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/da1535c2-9af7-4421-ada2-54edc369397e.png
Samruddhi Pure Veg,"Vishrantwadi, East Pune", East Pune,Pune,"North Indian,  Chinese",4.2,28,600,05ec07b1-ed1a-4938-95d6-1a6e534202f7,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/05ec07b1-ed1a-4938-95d6-1a6e534202f7.png
Cafe Eastwood,"Chintamani Pride Building,Kothrud, West Pune", West Pune,Pune,"North Indian,  Italian",4.3,21,1000,26f938b3-bd51-40b9-aed4-4e6504e99f34,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/26f938b3-bd51-40b9-aed4-4e6504e99f34.png
Chafa Cafe And Studio,"Koregaon Park, East Pune", East Pune,Pune,"Health Food,  Italian,  Continental",4.8,30,1000,422bc71e-13e0-496c-afd1-eb8fbebe3f91,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/422bc71e-13e0-496c-afd1-eb8fbebe3f91.png
11 East Street Cafe,"Virwani Plaza,Camp, East Pune", East Pune,Pune,"Continental,  North Indian,  Seafood",4.2,209,1700,d1c03756-84e5-42c2-8357-61ee3ff11fe8,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/d1c03756-84e5-42c2-8357-61ee3ff11fe8.png
Beetroot Bistro,"Koregaon Park, East Pune", East Pune,Pune,"Continental,  Italian,  European,  Pizza",4.7,71,1200,898d8f32-2e22-44fe-a969-89b56dbbed95,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/898d8f32-2e22-44fe-a969-89b56dbbed95.png
The Bowl Shack,"Koregaon Park, East Pune", East Pune,Pune,"Continental,  Asian,  North Indian,  Health Food",4.5,64,800,de23fbb5-7c65-461e-8103-8b4f6c5d04bb,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/de23fbb5-7c65-461e-8103-8b4f6c5d04bb.png
Dhaba Shaba,"Koregaon Park, East Pune", East Pune,Pune,"North Indian,  Chinese",4.4,113,1000,96320cdd-8aa1-40b3-8e97-3385cf3f1047,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/96320cdd-8aa1-40b3-8e97-3385cf3f1047.png
Circle Of Crust,"Baner, West Pune", West Pune,Pune,"Italian,  Pizza",4.4,19,900,9c3d7cac-8f42-4635-a27b-e9af8ae7e226,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/9c3d7cac-8f42-4635-a27b-e9af8ae7e226.png
Aufside@Hotfut,"Kumar Pacific Mall,Swargate, South Pune", South Pune,Pune,"North Indian,  Italian,  Continental",4.4,55,1500,b2c7aaf2-cde1-4623-bde5-ff456c5a5474,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/b2c7aaf2-cde1-4623-bde5-ff456c5a5474.png
Squisito,"Jewel Tower,Koregaon Park, East Pune", East Pune,Pune,"Italian,  Mexican",4.4,152,1500,b07c94a5-bcac-4eab-9b30-4bc46606c0cd,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/b07c94a5-bcac-4eab-9b30-4bc46606c0cd.png
Moshi Moshi,"Ashok Chakra Society,Koregaon Park, East Pune", East Pune,Pune,"Thai,  Japanese,  Korean,  Sushi,  Vietnamese,  Asian,  Malaysian",4.3,92,1600,08fb2ae3-5686-46f4-88e0-fcd0651024be,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/08fb2ae3-5686-46f4-88e0-fcd0651024be.png
Huber & Holly,"Koregaon Park, East Pune", East Pune,Pune,"Italian,  Desserts,  Fast Food,  Pizza",4.4,98,700,743e3c13-4aff-4280-873f-b31d1423a702,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/743e3c13-4aff-4280-873f-b31d1423a702.png
H2O Sports Bar and Rooftop,"Hinjewadi, West Pune", West Pune,Pune,"North Indian,  Mughlai,  Oriental ,  Chinese,  Seafood",5,5,1500,c0547446-fea4-49ca-ba68-f127911daab2,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/c0547446-fea4-49ca-ba68-f127911daab2.png
Sandwich Express,"Vrindavan Society,Koregaon Park, East Pune", East Pune,Pune,"Fast Food,  Juice",4.2,6,300,cd93f5fe-9b36-4d9a-acc8-6d1730b8ae5e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/cd93f5fe-9b36-4d9a-acc8-6d1730b8ae5e.png
Murphies,"Koregaon Park, East Pune", East Pune,Pune,"Multi-Cuisine,  Continental,  European,  Finger Food",4.4,153,1600,e180675d-98ad-4f8b-aa7e-95a11c83517a,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e180675d-98ad-4f8b-aa7e-95a11c83517a.png
Hotel Vishranti,"Vishrantwadi, East Pune", East Pune,Pune,"North Indian,  Chinese",3.2,6,600,254cfe11-6b4e-4299-9fec-a81ca376839f,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/254cfe11-6b4e-4299-9fec-a81ca376839f.png
Mocha,"Power Plaza,Koregaon Park, East Pune", East Pune,Pune,"Continental,  European,  Asian",4.5,200,1500,6919f1e2-d195-40bc-9694-325317f15f69,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/6919f1e2-d195-40bc-9694-325317f15f69.png
Mad House Grill,"Koregaon Park, East Pune", East Pune,Pune,"Continental,  Seafood",3.9,143,2300,0721e2cf-f0a2-4629-a603-76ec739976f7,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/0721e2cf-f0a2-4629-a603-76ec739976f7.png
24K KRAFT BREWZZ,"Balewadi, West Pune", West Pune,Pune,"Multi-Cuisine,  Maharashtrian,  North Indian,  Chinese,  Mughlai",4.4,117,1000,c6c70b90-855e-41f7-8674-804af758e250,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/c6c70b90-855e-41f7-8674-804af758e250.png
The Tipsy Duckling,"Kothrud, West Pune", West Pune,Pune,"North Indian,  Continental,  Finger Food",4,47,1400,047f2f1b-8d0e-4666-9cc3-33d0e5ef4cdc,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/047f2f1b-8d0e-4666-9cc3-33d0e5ef4cdc.png
Bhujbal Bandhu - Hotel Apulki,"Karve Nagar, West Pune", West Pune,Pune,Maharashtrian,4,1,600,de4924bf-c199-43bf-988e-315d402a12a9,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/de4924bf-c199-43bf-988e-315d402a12a9.png
Rajput Restaurant,"Koregaon Park, East Pune", East Pune,Pune,"North Indian,  Chinese",3.9,84,800,52502640-2c39-486f-ad99-19f11e72885f,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/52502640-2c39-486f-ad99-19f11e72885f.png
Sumadhu Pure Veg,"Sinhagad Road, South Pune", South Pune,Pune,"North Indian,  Chinese,  South Indian",3.8,3,600,982b2769-4a7b-493c-9f8c-c76591f2dbba,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/982b2769-4a7b-493c-9f8c-c76591f2dbba.png
Appetite,"7 Apple Hotel,Pimpri, West Pune", West Pune,Pune,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Fast Food",4,35,800,9b7bdd4d-c748-4eef-8d6c-cf6d99074eaa,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/9b7bdd4d-c748-4eef-8d6c-cf6d99074eaa.png
Spice Factory,"White Square Building,Hinjewadi, West Pune", West Pune,Pune,"North Indian,  Finger Food",4.1,2478,1700,44444506-5600-42a5-9e27-adee44bc3e4e,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/44444506-5600-42a5-9e27-adee44bc3e4e.png
The Urban Foundry,"Balewadi High Street,Baner, West Pune", West Pune,Pune,"North Indian,  Asian",4.5,200,2000,35367795-873b-4ae9-9611-28c401ff69d2,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/35367795-873b-4ae9-9611-28c401ff69d2.png
Nawab Asia,"Balewadi High Street,Baner, West Pune", West Pune,Pune,"North Indian,  Chinese,  Mughlai",4.4,279,1200,a9ea8271-851b-4568-bce3-e74cdaa25ffa,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/a9ea8271-851b-4568-bce3-e74cdaa25ffa.png
FatCook,"Baner, West Pune", West Pune,Pune,"North Indian,  Italian,  Oriental ",4.4,77,800,bd789361-1d6d-4555-bfbd-295de8b68622,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/bd789361-1d6d-4555-bfbd-295de8b68622.png
Akshay Pure Veg Family Restaurant,"Balewadi, West Pune", West Pune,Pune,"North Indian,  Chinese,  South Indian",4.1,31,600,c1a1c6a3-18e6-49e7-9226-f82dff49a2a5,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/c1a1c6a3-18e6-49e7-9226-f82dff49a2a5.png
Kasturi Mastani House,"Kothrud, West Pune", West Pune,Pune,"Fast Food,  South Indian,  Street Food",2.3,2,500,c4bf6eba-63fe-4446-a960-e9d3337b35cf,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/c4bf6eba-63fe-4446-a960-e9d3337b35cf.png
Urbo,"Baner, West Pune", West Pune,Pune,"North Indian,  Asian,  Continental,  South Indian",4.2,154,1000,b396d2cd-a24f-43c4-94a8-6069198d14e4,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/b396d2cd-a24f-43c4-94a8-6069198d14e4.png
Amrita Pure Veg,"Baner, West Pune", West Pune,Pune,"North Indian,  Chinese,  South Indian,  Fast Food",4.4,31,600,7ae2dd56-dbbe-4abf-8705-78ebd3c1e982,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/7ae2dd56-dbbe-4abf-8705-78ebd3c1e982.png
Oliva Veg,"Bavdhan, West Pune", West Pune,Pune,"North Indian,  Italian,  Chinese",4.2,50,800,8308a819-b1bf-4d51-a284-0faeb064dfe3,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/8308a819-b1bf-4d51-a284-0faeb064dfe3.png
Casablanca Lounge Bar,"Pimpale Gurav, West Pune", West Pune,Pune,"North Indian,  Chinese,  Continental,  European",4.3,3,1000,5d0757e7-2fa6-45ee-8d09-bb2335c73cc8,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/5d0757e7-2fa6-45ee-8d09-bb2335c73cc8.png
Cafe Deja Vu,"Bavdhan, West Pune", West Pune,Pune,Fast Food,4.4,2,500,0e5370db-5f6c-4b33-8ab5-08caef1be763,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/0e5370db-5f6c-4b33-8ab5-08caef1be763.png
The Bar Tales,"Bavdhan, West Pune", West Pune,Pune,"North Indian,  American,  Chinese",4.4,27,1400,e45f412d-a0b6-485d-ad68-ed1c00bcfbaa,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e45f412d-a0b6-485d-ad68-ed1c00bcfbaa.png
Wada By Hotel Gavran Tadka,"Pashan, West Pune", West Pune,Pune,"North Indian,  Maharashtrian",3.7,16,700,f19315a7-c8e0-4253-ba2b-9c7a1a069916,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f19315a7-c8e0-4253-ba2b-9c7a1a069916.png
Baan Tao,"Hyatt Pune,Kalyani Nagar, East Pune", East Pune,Pune,"Chinese,  Thai,  Vietnamese,  Asian,  Malaysian",4.2,94,2500,7e744aa0-1565-43ba-8a1e-7a57b3f37fd6,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/7e744aa0-1565-43ba-8a1e-7a57b3f37fd6.png
The FML Lounge,"Mulik Capital,Kalyani Nagar, East Pune", East Pune,Pune,"North Indian,  Chinese,  Continental,  Mughlai",4,237,1100,f9907b4c-1dea-430f-b906-d4e02c6660cc,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f9907b4c-1dea-430f-b906-d4e02c6660cc.png
Tales & Spirits,"Balewadi High Street,Baner, West Pune", West Pune,Pune,"Continental,  Italian,  European",4.4,518,1500,3eb12398-3220-4961-9511-b1356a008af5,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/3eb12398-3220-4961-9511-b1356a008af5.png
The Bombay Bunglow,"Kalyani Nagar, East Pune", East Pune,Pune,"North Indian,  Italian,  Continental",3.3,11,900,5d131d30-40f9-4756-bdd3-aa2367b15529,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/5d131d30-40f9-4756-bdd3-aa2367b15529.png
Highland,"Balewadi High Street,Baner, West Pune", West Pune,Pune,"North Indian,  Continental,  Chinese,  Finger Food",3.9,359,1500,9ef0d0fd-447e-4456-87d6-b92bb12a2ebf,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/9ef0d0fd-447e-4456-87d6-b92bb12a2ebf.png
Gong,"Balewadi High Street,Baner, West Pune", West Pune,Pune,"Asian,  Thai,  Japanese",4.5,231,1500,2ec2c320-7017-4119-821b-f6f2cffeb66b,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/2ec2c320-7017-4119-821b-f6f2cffeb66b.png
Elephant and Co.,"Kalyani Nagar, East Pune", East Pune,Pune,"Continental,  Fast Food",4.1,115,1500,120d2e1a-12fe-41ed-befe-f598b4342d70,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/120d2e1a-12fe-41ed-befe-f598b4342d70.png
Copa Cabana,"Wakad, West Pune", West Pune,Pune,"Multi-Cuisine,  North Indian,  Thai,  Mexican,  Japanese",4.3,290,1500,c9dc8eb9-27ea-430c-8a64-a37dc697f8b5,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/c9dc8eb9-27ea-430c-8a64-a37dc697f8b5.png
YOLO Gastro Lounge,"Spot 18 Mall,Pimple Saudagar, West Pune", West Pune,Pune,"Chinese,  Finger Food,  North Indian,  European,  Fast Food",4.1,257,1200,959b7467-922f-44aa-bf64-11bb7f3f3412,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/959b7467-922f-44aa-bf64-11bb7f3f3412.png
Atithi,"Kalyani Nagar, East Pune", East Pune,Pune,"North Indian,  Chinese,  Continental,  Barbecue",3.6,6,1200,70be5d0e-41e3-4ee0-9fcc-ff7ed8beac89,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/70be5d0e-41e3-4ee0-9fcc-ff7ed8beac89.png
Chakh Le Veg - Non Veg,"Shinde Complex,Bavdhan, West Pune", West Pune,Pune,"North Indian,  Chinese,  South Indian,  Street Food",4.1,17,600,a06872e8-e0e3-4ad4-9eab-4e10de6e80a3,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/a06872e8-e0e3-4ad4-9eab-4e10de6e80a3.png
Eighty Eight,"Hyatt Pune,Kalyani Nagar, East Pune", East Pune,Pune,"Multi-Cuisine,  North Indian,  Italian,  Continental",3.6,89,2100,b0eb84c2-6019-4799-aa3f-1aafe45dc926,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/b0eb84c2-6019-4799-aa3f-1aafe45dc926.png
Senses,"Marriott Suites Pune,Koregaon Park, East Pune", East Pune,Pune,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.5,176,2000,8e68e794-9101-4503-a154-dbb68ccfae89,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/8e68e794-9101-4503-a154-dbb68ccfae89.png
Mother's Kitchen,"Wakad, West Pune", West Pune,Pune,"North Indian,  Chinese",5,2,1000,de45c177-2a19-4bf8-aa91-3c573e12d17d,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/de45c177-2a19-4bf8-aa91-3c573e12d17d.png
Ice N Fire SkyLounge,"Baner, West Pune", West Pune,Pune,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Mexican,  Fast Food",3.9,129,1500,e15ba049-1718-4485-8af6-8ee7353c4291,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e15ba049-1718-4485-8af6-8ee7353c4291.png
Hotel Saudagar,"Pimple Saudagar, West Pune", West Pune,Pune,"North Indian,  Chinese,  Seafood",4.2,30,1200,0027ccce-8ac0-49b4-8c49-8e5e584194ae,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/0027ccce-8ac0-49b4-8c49-8e5e584194ae.png
Hotel Al Zaika,"Wadgaon Sheri, East Pune", East Pune,Pune,"North Indian,  Chinese,  Fast Food",5,1,400,5617b618-fb4d-4395-9aaf-1346d81e86cb,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/5617b618-fb4d-4395-9aaf-1346d81e86cb.png
La Pizzeria,"Balewadi High Street,Baner, West Pune", West Pune,Pune,"Italian,  Mexican",4.2,191,1400,f44bcd06-7df9-4ecd-a00a-b7d1b6d19eee,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/f44bcd06-7df9-4ecd-a00a-b7d1b6d19eee.png
Barbeque Ville,"Wakad, West Pune", West Pune,Pune,"North Indian,  Barbecue",4.3,502,1300,e5714a75-7bbb-4c02-900a-dceb24c812d3,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/e5714a75-7bbb-4c02-900a-dceb24c812d3.png
"Namma Kitchen Canteen, Teerth Technospace","Baner, West Pune", West Pune,Pune,"South Indian,  North Indian,  Chinese",4.7,8,400,0195e0e4-d199-4fd2-aa2c-3f3a62991123,https://restaurant-resources-liminal.s3.ap-south-1.amazonaws.com/uuid_images/0195e0e4-d199-4fd2-aa2c-3f3a62991123.png
